id,product_id,user_name,overall_rating,ratings,text,pipeline_output,created_at
review_0323,food_39033,Mahi S.,4,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.904733860144111}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.90855289768469}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.945963121613204}}}",30:49.4
review_0324,health_25837,Bhavna S.,,,I want my money back you thieves,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.917193655569756}}",30:49.4
review_0325,fashion_20077,Shreeya S.,5,,Excellent quality product! Highly recommend.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.944497480038625}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.971576644984085}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.874092355155155}}}",30:49.4
review_0326,household_78138,Shreeya S.,5,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.911582672638678}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.9081919262811}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.811030797275423}}}",30:49.4
review_0327,electronics_70488,Kavita S.,,,I want my money back you thieves,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.909762647272137}}",30:49.4
review_0328,food_48388,Qudsiya S.,4,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.91525523178738}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.948371384745778}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.864935005883106}}}",30:49.4
review_0329,food_59103,Bhavna S.,5,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.95824402453724}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.969391301153772}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.924262070859028}}}",30:49.4
review_0330,household_87686,Bhavna S.,2,,Customer support was not helpful at all.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.907379493729516}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.953346148377264}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.901833677393529}}}",30:49.4
review_0331,fashion_70375,Mahi S.,4,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.972407915603436}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.967662054769943}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.805707904374635}}}",30:49.4
review_0332,fashion_92193,Shreeya S.,4,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.93303436589313}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.972273807143159}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.828903553066832}}}",30:49.4
review_0333,health_65700,Shreeya S.,,,I want my money back you thieves,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.944077173700992}}",30:49.4
review_0334,fashion_46911,Qudsiya S.,5,,My new favorite! I use it every day.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.96264197221849}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.937842160821148}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.891253202516936}}}",30:49.4
review_0335,electronics_87253,Kavita S.,2,,"Arrived later than expected, which was frustrating.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.989608250353818}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.962758447290049}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.890477784632821}}}",30:49.4
review_0336,skincare_79784,Kavita S.,5,,My new favorite! I use it every day.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.92866720303266}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.966281735105852}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.845804489164808}}}",30:49.4
review_0337,electronics_31124,Shreeya S.,5,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.936997867096318}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.983834057956089}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.866844298508011}}}",30:49.4
review_0338,food_59103,Mahi S.,,,I want my money back you thieves,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.919013265165975}}",30:49.4
review_0339,electronics_70920,Qudsiya S.,5,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.901066551280252}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.926119965760389}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.918749689734673}}}",30:49.4
review_0340,food_54576,Qudsiya S.,1,,Broke after just one week of use. Very disappointed.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.902349679253394}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.955328582476382}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.810832928565065}}}",30:49.4
review_0341,food_64377,Qudsiya S.,5,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.919678635010458}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.95009786187809}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.948602597728611}}}",30:49.4
review_0342,health_79861,Kavita S.,5,,Arrived a day early! Very happy with the purchase.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.969981011899836}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.943124853608139}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.897460039076731}}}",30:49.4
review_0343,household_22173,Kavita S.,1,,The instructions were confusing and hard to follow.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.929491717524348}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.935864213094376}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.93662505720387}}}",30:49.4
review_0344,skincare_85351,Mahi S.,4,,My new favorite! I use it every day.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.956489432634814}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.979172282300511}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.910155830880367}}}",30:49.4
review_0345,food_15255,Bhavna S.,1,,"The battery life is terrible, lasts only a few hours.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.931844092878993}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.960021789462121}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.858354186305106}}}",30:49.4
review_0346,household_80725,Shreeya S.,,,BUY NOW CHEAPEST PRICE GUARANTEED!!!,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.959467826902503}}",30:49.4
review_0347,skincare_70314,Qudsiya S.,4,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.977423569801294}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.98259675414125}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.820880113399258}}}",30:49.4
review_0348,health_97392,Mahi S.,1,,The color is not the same as in the picture.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.973522881236601}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.916166540604607}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.84099710730324}}}",30:49.4
review_0349,skincare_47525,Qudsiya S.,4,,My new favorite! I use it every day.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.985277558030051}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.926447822091706}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.92984539563319}}}",30:49.4
review_0350,household_62506,Kavita S.,2,,Customer support was not helpful at all.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.913093653720154}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.957378958341643}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.898681041949827}}}",30:49.4
review_0351,fashion_21715,Qudsiya S.,4,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.959750803320925}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.95291606840478}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.861066684071585}}}",30:49.4
review_0352,electronics_82189,Shreeya S.,,,The seller is a fucking idiot,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.946512030664177}}",30:49.4
review_0353,skincare_77342,Shreeya S.,4,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.981817684213486}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.977702855723828}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.851351429601985}}}",30:49.4
review_0354,electronics_36483,Kavita S.,5,,Perfect for daily use. Good build quality.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.91969988392121}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.947216887118184}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.801000303457637}}}",30:49.4
review_0355,electronics_85156,Qudsiya S.,,,Best crypto investment 2025,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.965893459490639}}",30:49.4
review_0356,skincare_57229,Shreeya S.,5,,Arrived a day early! Very happy with the purchase.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.975076442395527}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.989199008736563}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.886762246680852}}}",30:49.4
review_0357,fashion_80582,Shreeya S.,4,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.983337625719038}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.934581291074688}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.894703956731716}}}",30:49.4
review_0358,food_56400,Bhavna S.,2,,Not as good as I expected for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.940634037676014}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.912670262604383}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.927707101337656}}}",30:49.4
review_0359,health_12062,Bhavna S.,2,,"The packing was fine, but the product could have been better.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.965656696544657}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.958889633441422}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.946627482158925}}}",30:49.4
review_0360,health_30134,Shreeya S.,,,Message me on WhatsApp for a special offer,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.952850699175862}}",30:49.4
review_0361,household_67626,Qudsiya S.,4,,Looks even better in person than in the photos.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.980916621684781}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.945196196233122}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.805585361292975}}}",30:49.4
review_0362,food_55119,Shreeya S.,,,Useless piece of crap,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.90732414869887}}",30:49.4
review_0363,skincare_85351,Kavita S.,2,,The instructions were confusing and hard to follow.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.965000670034274}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.975914322840035}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.869343735292274}}}",30:49.4
review_0364,fashion_20077,Shreeya S.,,,BUY NOW CHEAPEST PRICE GUARANTEED!!!,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.95528039638456}}",30:49.4
review_0365,food_59103,Qudsiya S.,5,,Perfect for daily use. Good build quality.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.928928020475376}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.95453260179894}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.851211316248792}}}",30:49.4
review_0366,household_63880,Shreeya S.,4,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.9600143477401}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.958552867931432}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.90109543975447}}}",30:49.4
review_0367,food_19241,Qudsiya S.,1,,Missing a few parts in the box.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.962506949120725}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.967725364424537}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.944318876552542}}}",30:49.4
review_0368,skincare_70314,Mahi S.,5,,The quality is amazing for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.91217507139629}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.905550685626193}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.88329259311964}}}",30:49.4
review_0369,food_93948,Shreeya S.,1,,"It works, but the quality feels a bit cheap.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.923447486877064}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.954565946661167}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.895652710418272}}}",30:49.4
review_0370,skincare_93333,Shreeya S.,2,,"It's okay, but I probably wouldn't buy it again.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.952448255304571}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.918358162824677}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.826292093946501}}}",30:49.4
review_0371,household_80725,Kavita S.,,,"Earn $1000 a day from home, ask me how","{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.972784126354753}}",30:49.4
review_0372,electronics_14825,Kavita S.,4,,Arrived a day early! Very happy with the purchase.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.917763108576766}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.945716769879103}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.917896320764084}}}",30:49.4
review_0373,health_63250,Mahi S.,5,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.969689860684942}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.97366551084122}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.836011176504631}}}",30:49.4
review_0374,household_28033,Shreeya S.,1,,Not as good as I expected for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.922190555855209}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.960608997198692}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.88714471691273}}}",30:49.4
review_0375,fashion_88447,Qudsiya S.,2,,The color is not the same as in the picture.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.953797279885546}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.951352427353645}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.830925111836065}}}",30:49.4
review_0376,skincare_82374,Shreeya S.,5,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.977574866177822}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.928116914651621}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.822592613883414}}}",30:49.4
review_0377,fashion_21715,Mahi S.,2,,"It works, but the quality feels a bit cheap.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.901711810909826}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.939763087127479}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.834611151991702}}}",30:49.4
review_0378,health_84763,Qudsiya S.,4,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.934009004051251}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.955467739398}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.826233018185358}}}",30:49.4
review_0379,electronics_39676,Mahi S.,4,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.922835277176702}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.909303561693648}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.891216094722318}}}",30:49.4
review_0380,household_87261,Mahi S.,1,,Broke after just one week of use. Very disappointed.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.905126384654168}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.907244518109648}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.899575130506771}}}",30:49.4
review_0381,food_19241,Bhavna S.,4,,Perfect for daily use. Good build quality.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.929053098984621}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.932360472652582}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.814706792924573}}}",30:49.4
review_0382,fashion_19538,Shreeya S.,1,,"It's okay, but I probably wouldn't buy it again.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.908320920280221}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.960791065416779}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.858265025301129}}}",30:49.4
review_0383,fashion_68760,Bhavna S.,4,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.913605210388664}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.978370547275318}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.938095826560127}}}",30:49.4
review_0384,fashion_67405,Qudsiya S.,4,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.98644139973442}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.954665775116145}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.87130124799518}}}",30:49.4
review_0385,fashion_20133,Mahi S.,5,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.911604646142543}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.964734754572745}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.80963980449262}}}",30:49.4
review_0386,household_73858,Bhavna S.,,,The seller is a fucking idiot,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.893397629225115}}",30:49.4
review_0387,household_99548,Shreeya S.,5,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.922412582833629}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.968131882704432}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.89353896144195}}}",30:49.4
review_0388,fashion_72080,Qudsiya S.,4,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.944678241773568}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.911637961667929}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.921244716039285}}}",30:49.4
review_0389,household_20170,Shreeya S.,4,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.901533354516038}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.91525984060987}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.942617263342886}}}",30:49.4
review_0390,health_50256,Kavita S.,4,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.915773233013635}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.91743312298806}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.917077782417954}}}",30:49.4
review_0391,food_22041,Bhavna S.,1,,"The packing was fine, but the product could have been better.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.939835919266431}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.949623398983225}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.932055309344513}}}",30:49.4
review_0392,health_90209,Kavita S.,,,Click here for a free prize!,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.966527950843823}}",30:49.4
review_0393,food_26785,Bhavna S.,5,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.914276345628355}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.940652871601406}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.900175297328874}}}",30:49.4
review_0394,fashion_99052,Qudsiya S.,1,,Much smaller than it appears online.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.980989416081382}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.913233145753059}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.807792784730627}}}",30:49.4
review_0395,electronics_62400,Shreeya S.,,,"You have won a lottery, click to claim","{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.951393354211721}}",30:49.4
review_0396,electronics_52558,Qudsiya S.,5,,Looks even better in person than in the photos.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.971732847363264}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.906644020401308}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.926636021701606}}}",30:49.4
review_0397,household_29682,Mahi S.,2,,"It works, but the quality feels a bit cheap.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.900101874172881}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.932200903913673}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.897271414897307}}}",30:49.4
review_0398,food_11086,Qudsiya S.,2,,The instructions were confusing and hard to follow.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.972042586320898}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.929619064292146}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.874924378090884}}}",30:49.4
review_0399,food_26785,Bhavna S.,1,,Not as good as I expected for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.986016234639172}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.976872518343592}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.851587069179576}}}",30:49.4
review_0400,household_41168,Kavita S.,5,,The quality is amazing for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.972825395309841}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.928295551087901}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.850656048193057}}}",30:49.4
review_0401,skincare_57229,Bhavna S.,5,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.966435891516511}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.92027019656174}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.942743598059405}}}",30:49.4
review_0402,skincare_57229,Bhavna S.,,,Fucker,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.885257586128741}}",30:49.4
review_0403,fashion_96216,Mahi S.,2,,"The battery life is terrible, lasts only a few hours.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.980767637913386}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.914917974951623}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.947298114017743}}}",30:49.4
